origin,destination,weight,delivery_date,status
USA,UK,33.44,2024-07-18,In Transit
Germany,France,-3.01,2024-02-05,Delivered
China,UK,7.95,2024-02-07,Pending
China,France,7.95,2024-12-12,In Transit
Tunisia,Italy,43.88,2024-06-15,In Transit
USA,France,28.31,2024-12-26,Delivered
Spain,France,4.33,2024-08-22,In Transit
USA,UK,17.85,2024-02-13,Pending
China,UK,20.58,2024-10-09,Pending
Tunisia,France,1.08,2024-10-09,Delivered
China,France,35.14,2024-10-13,In Transit
Spain,France,-7.68,2024-01-14,Pending
Spain,France,17.34,2024-04-09,Delivered
China,Germany,-5.37,2024-03-28,Delivered
Tunisia,France,-6.73,2024-04-13,In Transit
Germany,France,13.47,2024-03-14,In Transit
USA,UK,3.48,2024-11-03,Pending
Germany,Italy,35.37,2024-09-21,In Transit
Spain,France,7.95,2024-12-28,Pending
China,France,7.95,2024-10-06,Delivered
Germany,France,24.89,2024-10-09,In Transit
Tunisia,Italy,10.3,2024-07-12,In Transit
USA,France,16.06,2024-02-03,In Transit
USA,France,3.07,2024-09-10,In Transit
USA,France,28.75,2024-12-21,Pending
Germany,Italy,7.95,2024-11-23,Delivered
USA,Italy,34.29,2024-09-05,Delivered
Germany,Italy,16.39,2024-07-28,Delivered
Spain,Italy,-5.97,2024-06-28,Pending
Spain,UK,36.17,2024-10-27,In Transit
USA,France,8.35,2024-10-28,Delivered
Germany,France,41.44,2024-10-09,In Transit
USA,France,7.95,2024-06-22,Delivered
China,France,34.6,2024-03-20,In Transit
Tunisia,France,30.78,2024-10-09,Delivered
Tunisia,France,34.29,2024-08-09,Delivered
China,France,13.31,2024-08-18,In Transit
China,France,3.23,2024-11-11,Delivered
Spain,Italy,12.82,2024-10-09,Pending
Germany,Germany,7.95,2024-01-12,Delivered
China,France,7.95,2024-08-17,Pending
Spain,France,49.9,2024-02-12,In Transit
Germany,France,7.95,2024-10-09,In Transit
Germany,UK,36.67,2024-11-03,Delivered
Tunisia,Italy,-1.13,2024-11-07,Delivered
Tunisia,France,46.95,2024-10-09,Delivered
Tunisia,France,4.65,2024-05-08,Pending
Spain,Germany,4.07,2024-05-18,Delivered
Tunisia,France,29.92,2024-10-09,In Transit
China,Italy,-7.46,2024-06-06,Delivered
China,Germany,29.17,2024-02-12,In Transit
Germany,France,24.06,2024-06-20,Delivered
Germany,Italy,10.67,2024-04-27,In Transit
China,Germany,21.99,2024-09-23,In Transit
Germany,France,31.28,2024-09-06,Delivered
Tunisia,Italy,14.34,2024-10-14,Delivered
Tunisia,France,9.76,2024-02-25,Pending
China,France,3.63,2024-04-17,Pending
Germany,Germany,7.95,2024-11-03,In Transit
China,Italy,49.96,2024-03-04,Delivered
Tunisia,UK,47.45,2024-10-09,Delivered
USA,UK,14.71,2024-04-02,Delivered
Germany,Italy,32.52,2024-10-09,In Transit
Tunisia,Germany,48.26,2024-04-12,Pending
China,France,-0.68,2024-03-28,Pending
Spain,UK,12.72,2024-10-09,In Transit
Germany,UK,-0.31,2024-05-15,In Transit
Tunisia,Germany,13.94,2024-08-12,In Transit
USA,France,42.91,2024-05-01,Pending
Germany,Germany,-0.61,2024-10-12,Pending
Tunisia,France,46.32,2024-03-25,In Transit
USA,UK,14.66,2024-03-11,In Transit
Spain,UK,18.61,2024-11-05,Pending
Spain,France,8.23,2024-10-09,Delivered
Tunisia,Germany,47.02,2024-02-24,Delivered
Spain,Italy,27.93,2024-08-11,Delivered
Tunisia,Germany,-6.15,2024-12-18,Delivered
Germany,Germany,22.51,2024-09-25,Pending
Spain,France,33.22,2024-06-18,In Transit
USA,France,22.47,2024-10-13,Delivered
Spain,France,27.46,2024-02-07,In Transit
USA,France,42.91,2024-06-16,Delivered
Germany,France,46.11,2024-12-17,Delivered
Spain,Germany,37.0,2024-03-02,In Transit
Spain,France,19.83,2024-06-11,In Transit
Spain,France,7.95,2024-03-11,Pending
Tunisia,UK,33.52,2024-06-27,In Transit
China,UK,6.33,2024-04-14,In Transit
Germany,Germany,38.41,2024-11-07,Delivered
Germany,Germany,31.67,2024-06-02,Delivered
Spain,France,17.45,2024-11-03,Pending
Tunisia,Italy,39.51,2024-01-13,In Transit
Germany,Italy,-7.47,2024-04-15,Pending
Germany,France,28.07,2024-03-28,Pending
China,France,44.7,2024-07-19,Pending
Spain,France,24.75,2024-04-27,Delivered
Germany,Italy,26.51,2024-12-05,Pending
Germany,France,26.03,2024-07-15,Delivered
Germany,France,-8.21,2024-12-25,Pending
China,UK,45.21,2024-03-03,In Transit
Tunisia,France,40.89,2024-04-02,Delivered
Spain,France,-0.63,2024-03-17,Pending
Spain,UK,25.44,2024-07-18,Delivered
China,Germany,30.32,2024-06-05,In Transit
Tunisia,France,44.99,2024-04-09,In Transit
Germany,Italy,-0.94,2024-09-05,Pending
USA,France,6.23,2024-02-14,In Transit
Spain,Italy,10.44,2024-02-06,Pending
Tunisia,France,7.95,2024-08-10,Delivered
USA,Italy,44.57,2024-12-09,Pending
USA,Germany,14.12,2024-06-13,Pending
USA,Germany,14.36,2024-05-17,In Transit
Tunisia,France,33.65,2024-07-01,In Transit
Germany,UK,-9.5,2024-10-09,In Transit
China,Italy,7.93,2024-05-28,Delivered
USA,UK,20.32,2024-10-09,Delivered
Tunisia,Germany,14.78,2024-06-26,Pending
China,France,35.33,2024-01-10,Delivered
Tunisia,France,5.52,2024-07-13,In Transit
China,France,40.92,2024-01-16,Pending
Tunisia,UK,7.95,2024-03-01,Pending
Germany,France,8.68,2024-11-02,In Transit
Tunisia,France,7.95,2024-08-03,Pending
USA,France,14.63,2024-10-09,In Transit
Spain,Italy,35.35,2024-10-26,Pending
USA,Germany,7.95,2024-09-01,In Transit
Germany,France,25.39,2024-04-19,Delivered
Spain,Italy,-6.63,2024-05-03,Delivered
Germany,France,8.17,2024-06-17,In Transit
USA,Germany,-8.24,2024-12-18,Pending
Tunisia,Italy,4.99,2024-06-17,Delivered
Tunisia,France,-5.89,2024-04-28,Pending
Spain,France,7.95,2024-08-13,In Transit
Spain,France,14.61,2024-12-18,Pending
Spain,France,8.9,2024-12-25,In Transit
Spain,Germany,21.98,2024-06-16,In Transit
China,France,7.92,2024-02-06,Pending
Spain,France,12.23,2024-10-09,In Transit
China,France,33.02,2024-10-09,Pending
Spain,UK,3.36,2024-07-08,Delivered
Tunisia,France,10.85,2024-01-26,Pending
China,Italy,11.2,2024-08-28,Delivered
Tunisia,Italy,-1.1,2024-09-06,Delivered
China,UK,7.95,2024-07-24,Delivered
China,France,47.93,2024-12-07,In Transit
Tunisia,France,-5.75,2024-01-26,In Transit
China,France,45.56,2024-02-08,Pending
China,France,43.58,2024-08-22,In Transit
Spain,Germany,27.18,2024-12-17,In Transit
Spain,France,38.78,2024-10-09,In Transit
USA,France,45.25,2024-06-12,Pending
Germany,France,2.25,2024-05-21,Delivered
Germany,Italy,27.9,2024-07-14,Delivered
Spain,France,-8.74,2024-07-22,Delivered
Tunisia,Germany,29.0,2024-12-09,In Transit
Germany,France,47.15,2024-05-16,Pending
Germany,UK,35.57,2024-06-12,Delivered
Germany,Germany,45.58,2024-02-26,Pending
China,France,39.64,2024-05-27,In Transit
Spain,France,22.48,2024-11-06,Delivered
Spain,France,22.63,2024-07-06,Pending
Tunisia,Germany,40.37,2024-10-12,Delivered
Spain,France,-6.07,2024-11-08,Delivered
USA,France,26.76,2024-07-09,Delivered
China,France,27.34,2024-03-14,Pending
Tunisia,France,23.44,2024-05-20,In Transit
Spain,UK,28.78,2024-10-11,Delivered
Germany,France,7.9,2024-05-09,In Transit
Spain,France,10.96,2024-06-17,Pending
Spain,France,7.95,2024-06-03,Pending
Tunisia,France,21.13,2024-12-16,Delivered
Tunisia,France,-9.57,2024-11-18,Delivered
China,Germany,33.63,2024-11-19,Delivered
China,Italy,10.79,2024-07-22,Pending
Spain,Germany,45.42,2024-07-14,In Transit
Germany,France,7.95,2024-06-19,In Transit
Tunisia,France,-5.88,2024-10-02,In Transit
Germany,UK,-6.93,2024-10-20,In Transit
China,France,3.91,2024-10-09,Delivered
Germany,France,47.52,2024-01-08,In Transit
Spain,France,-6.66,2024-10-09,Delivered
Tunisia,France,19.07,2024-04-06,Pending
China,UK,43.93,2024-04-23,Delivered
Tunisia,France,7.95,2024-02-26,In Transit
China,UK,19.37,2024-10-10,Pending
Tunisia,Germany,32.22,2024-04-16,Pending
Germany,Italy,42.27,2024-09-23,In Transit
USA,Italy,7.95,2024-04-12,Delivered
China,Italy,7.95,2024-10-10,Delivered
Germany,France,7.95,2024-10-18,Pending
China,Germany,-6.63,2024-05-06,Delivered
Germany,UK,21.06,2024-10-13,In Transit
Spain,Germany,47.1,2024-06-08,Pending
China,Germany,42.63,2024-12-24,In Transit
China,France,7.95,2024-05-23,Delivered
Tunisia,France,48.13,2024-01-19,Delivered
Germany,UK,18.97,2024-12-23,Pending
Spain,UK,-1.76,2024-10-16,In Transit
Tunisia,France,49.73,2024-03-10,Delivered
USA,France,34.44,2024-11-20,Pending
China,France,31.06,2024-10-09,Delivered
USA,UK,9.32,2024-01-17,Delivered
Tunisia,Italy,30.22,2024-03-06,Delivered
China,Germany,3.0,2024-05-10,Pending
USA,France,32.57,2024-06-01,Delivered
Germany,Italy,49.34,2024-01-02,Delivered
USA,France,37.42,2024-11-06,In Transit
Tunisia,France,47.9,2024-04-18,Delivered
Spain,France,20.25,2024-06-05,Delivered
Germany,France,41.6,2024-07-07,Pending
USA,France,8.86,2024-03-24,Pending
Spain,France,-3.32,2024-10-15,Delivered
China,France,27.24,2024-06-17,Pending
Germany,France,44.74,2024-11-09,Delivered
USA,France,10.81,2024-12-02,In Transit
China,Italy,-3.07,2024-03-08,In Transit
Spain,France,-9.65,2024-04-22,Pending
Germany,Germany,28.91,2024-09-26,Pending
Spain,UK,39.54,2024-12-18,In Transit
China,France,23.2,2024-11-22,Delivered
USA,UK,2.78,2024-06-01,In Transit
Tunisia,UK,12.08,2024-11-16,Pending
USA,Germany,0.54,2024-07-05,Pending
USA,Italy,37.43,2024-12-26,Pending
Germany,France,-5.02,2024-12-21,Delivered
Tunisia,France,7.95,2024-05-23,In Transit
Tunisia,France,-9.69,2024-10-09,Delivered
Germany,Germany,8.55,2024-08-14,Pending
Spain,France,25.91,2024-10-09,Delivered
USA,France,48.77,2024-02-22,In Transit
USA,France,7.95,2024-06-19,In Transit
USA,France,23.63,2024-02-17,In Transit
Germany,UK,47.04,2024-10-09,Pending
USA,France,8.73,2024-11-17,Pending
Spain,France,7.41,2024-09-18,Delivered
China,France,7.95,2024-12-17,Pending
Spain,France,18.71,2024-08-01,Delivered
Tunisia,Germany,25.84,2024-07-06,Pending
USA,Italy,29.57,2024-01-10,Delivered
USA,Italy,27.99,2024-06-02,Pending
China,France,37.85,2024-10-21,In Transit
USA,France,-0.4,2024-03-09,Delivered
Tunisia,UK,25.88,2024-04-19,Pending
China,UK,23.59,2024-10-09,In Transit
China,France,7.95,2024-10-09,In Transit
Germany,France,16.82,2024-05-24,Delivered
Tunisia,France,-0.45,2024-07-15,Delivered
China,France,41.8,2024-10-09,Delivered
USA,Germany,28.08,2024-08-23,Delivered
Germany,France,15.71,2024-10-09,In Transit
Tunisia,France,47.29,2024-10-09,Delivered
USA,France,30.12,2024-08-04,Delivered
China,France,26.61,2024-07-04,Delivered
Tunisia,France,27.25,2024-10-09,Pending
Spain,Germany,41.11,2024-12-10,Delivered
Tunisia,France,36.47,2024-10-09,Pending
Germany,UK,2.95,2024-09-09,Pending
Germany,France,19.03,2024-09-06,Delivered
Spain,France,26.59,2024-10-09,Delivered
Spain,France,14.17,2024-07-03,Delivered
Tunisia,France,26.69,2024-10-11,Delivered
China,Germany,17.26,2024-03-23,In Transit
Spain,Italy,-2.09,2024-11-09,In Transit
USA,France,16.94,2024-06-02,In Transit
Tunisia,France,25.76,2024-02-04,In Transit
USA,Germany,7.95,2024-10-09,In Transit
USA,France,7.95,2024-06-08,Pending
Tunisia,Italy,46.4,2024-06-22,In Transit
Tunisia,France,-1.78,2024-03-11,Pending
Germany,UK,-2.38,2024-11-08,Delivered
USA,UK,45.46,2024-01-27,In Transit
Spain,France,45.34,2024-04-10,Delivered
USA,Italy,35.53,2024-10-09,In Transit
China,Italy,7.95,2024-07-12,In Transit
Tunisia,France,-0.12,2024-12-08,In Transit
Spain,France,37.35,2024-05-17,In Transit
Tunisia,France,18.37,2024-04-12,In Transit
USA,Germany,7.95,2024-02-19,Delivered
Germany,Italy,7.95,2024-05-14,Delivered
China,France,3.89,2024-02-02,Delivered
China,France,7.95,2024-05-08,Pending
USA,France,44.04,2024-02-03,Pending
USA,France,-3.47,2024-10-09,Delivered
Tunisia,Italy,40.25,2024-10-09,Delivered
Tunisia,UK,40.47,2024-11-05,In Transit
China,France,14.98,2024-08-15,Delivered
China,UK,48.95,2024-05-04,In Transit
China,France,7.95,2024-10-09,Pending
Tunisia,France,0.26,2024-01-28,Delivered
Tunisia,UK,7.95,2024-10-09,Pending
Tunisia,Germany,24.37,2024-09-16,Delivered
Germany,UK,40.85,2024-11-16,Delivered
USA,France,7.95,2024-01-17,In Transit
USA,Italy,-7.06,2024-10-09,Delivered
China,France,46.09,2024-02-21,Delivered
Tunisia,Italy,8.67,2024-09-15,In Transit
USA,France,9.54,2024-10-09,Delivered
Tunisia,UK,8.82,2024-11-23,In Transit
China,France,-7.45,2024-11-26,In Transit
Germany,France,7.95,2024-03-04,In Transit
Spain,France,42.85,2024-01-09,Pending
Germany,UK,7.95,2024-05-12,In Transit
Spain,France,7.95,2024-11-19,Delivered
Tunisia,France,7.95,2024-10-06,In Transit
China,France,20.59,2024-12-18,Pending
China,France,6.68,2024-02-09,Pending
Germany,France,-1.0,2024-04-05,Delivered
Spain,UK,43.9,2024-08-24,Delivered
Germany,UK,7.95,2024-10-09,In Transit
Spain,France,11.29,2024-09-05,In Transit
Germany,France,-6.85,2024-04-10,Pending
Tunisia,France,-5.84,2024-03-27,In Transit
USA,France,30.85,2024-08-16,In Transit
China,UK,-0.09,2024-06-15,Delivered
Tunisia,UK,43.57,2024-09-19,In Transit
Tunisia,Germany,10.72,2024-01-14,Delivered
China,France,30.43,2024-03-22,Delivered
USA,France,-3.48,2024-03-22,Delivered
Germany,Italy,25.46,2024-10-03,In Transit
Germany,France,-4.96,2024-07-25,In Transit
China,Germany,7.95,2024-09-04,Delivered
Germany,Italy,7.95,2024-02-27,Delivered
Germany,Germany,45.42,2024-04-19,Pending
Spain,Germany,32.7,2024-10-09,Pending
Tunisia,Germany,24.66,2024-10-09,In Transit
Germany,France,21.78,2024-09-04,Pending
Tunisia,Italy,43.91,2024-03-06,Delivered
Germany,France,49.75,2024-12-03,In Transit
Germany,Germany,12.55,2024-09-12,In Transit
Spain,Italy,40.37,2024-03-20,Delivered
USA,France,0.38,2024-05-17,In Transit
Tunisia,Germany,41.4,2024-07-11,Delivered
Tunisia,France,-6.98,2024-07-03,Pending
China,Germany,1.61,2024-07-12,In Transit
USA,Germany,28.19,2024-06-05,Pending
Tunisia,Italy,7.95,2024-01-12,Delivered
Germany,Germany,17.66,2024-05-20,In Transit
Spain,France,7.95,2024-03-03,Pending
Spain,Italy,35.29,2024-05-09,In Transit
USA,France,26.36,2024-10-09,Pending
Tunisia,Germany,39.87,2024-05-04,In Transit
Spain,France,3.79,2024-10-09,Delivered
Germany,Italy,-2.74,2024-06-11,Pending
Spain,Germany,5.92,2024-10-09,Pending
China,Germany,47.32,2024-08-14,In Transit
Germany,France,-7.73,2024-12-05,In Transit
Spain,France,43.19,2024-09-21,In Transit
USA,France,-6.59,2024-06-19,In Transit
Tunisia,Germany,6.43,2024-10-09,Delivered
Germany,UK,43.36,2024-10-06,In Transit
USA,France,45.93,2024-02-25,Pending
Spain,Italy,8.51,2024-12-11,Delivered
Tunisia,France,-9.08,2024-11-14,In Transit
Germany,France,-6.67,2024-04-01,Pending
Spain,France,42.64,2024-04-27,Delivered
USA,France,3.26,2024-02-13,In Transit
Tunisia,France,-5.42,2024-07-13,In Transit
USA,UK,15.27,2024-08-16,Delivered
China,France,28.73,2024-04-19,Pending
USA,France,7.87,2024-08-11,Delivered
China,Germany,28.44,2024-08-24,Pending
USA,France,46.94,2024-10-03,Pending
Tunisia,France,1.36,2024-12-07,Delivered
China,France,14.71,2024-09-14,Pending
Germany,UK,17.7,2024-12-09,In Transit
Spain,France,-6.14,2024-01-13,In Transit
Spain,UK,19.59,2024-03-07,In Transit
Tunisia,Italy,22.6,2024-05-16,Delivered
Spain,France,43.42,2024-10-06,Pending
Tunisia,UK,23.99,2024-10-09,In Transit
China,France,-5.77,2024-04-09,Pending
Germany,France,22.15,2024-09-20,Pending
Germany,Germany,17.67,2024-06-27,Pending
USA,UK,-7.67,2024-05-23,Pending
Spain,Germany,-9.68,2024-10-09,Pending
Tunisia,France,7.95,2024-10-09,In Transit
Tunisia,Germany,21.21,2024-01-26,In Transit
Germany,France,-8.23,2024-11-04,Delivered
Tunisia,Germany,16.77,2024-02-08,Delivered
Spain,France,-6.05,2024-10-09,Pending
China,Italy,49.53,2024-05-13,In Transit
USA,France,-2.97,2024-08-03,Delivered
USA,France,-0.25,2024-05-03,Delivered
USA,France,21.02,2024-10-09,Pending
Tunisia,Italy,-7.77,2024-11-22,In Transit
Germany,UK,38.01,2024-05-22,Delivered
China,France,22.16,2024-04-23,In Transit
Spain,Italy,34.46,2024-10-11,Pending
Spain,UK,28.44,2024-01-02,Pending
Germany,Germany,2.79,2024-10-09,In Transit
Tunisia,France,-7.72,2024-10-09,Pending
Germany,UK,7.95,2024-10-09,Pending
Germany,France,11.96,2024-01-01,Pending
Germany,Germany,9.46,2024-10-09,Pending
China,France,24.97,2024-07-24,Delivered
Spain,UK,26.03,2024-10-15,Pending
Germany,Italy,46.0,2024-06-05,In Transit
Tunisia,Germany,-1.02,2024-10-09,In Transit
China,France,-9.41,2024-10-09,In Transit
Tunisia,France,-1.0,2024-10-09,In Transit
Tunisia,France,12.01,2024-07-11,In Transit
Spain,Italy,4.23,2024-02-15,Pending
USA,France,44.8,2024-06-08,In Transit
Germany,UK,0.05,2024-12-10,Delivered
Spain,UK,17.06,2024-10-09,Delivered
China,France,4.32,2024-10-09,Delivered
Tunisia,France,7.95,2024-05-01,In Transit
China,Germany,41.61,2024-10-09,In Transit
Germany,France,7.95,2024-10-09,Delivered
China,France,9.19,2024-09-02,In Transit
China,France,34.44,2024-10-05,Delivered
China,France,18.2,2024-04-08,In Transit
Germany,Germany,26.04,2024-05-05,Delivered
USA,France,35.46,2024-10-09,Pending
Tunisia,France,31.22,2024-09-04,Delivered
China,Italy,39.19,2024-02-01,Pending
Germany,UK,-6.05,2024-09-24,Pending
China,UK,32.58,2024-04-04,Delivered
USA,Italy,26.55,2024-10-09,Delivered
Tunisia,France,7.95,2024-02-03,Delivered
Spain,UK,18.34,2024-09-06,Pending
USA,Italy,5.89,2024-10-09,Pending
China,France,39.57,2024-03-10,In Transit
Tunisia,France,-2.82,2024-04-23,Delivered
Spain,France,-8.97,2024-10-09,Pending
China,France,34.11,2024-03-26,Pending
China,France,7.95,2024-09-10,In Transit
Tunisia,France,11.25,2024-02-22,Pending
USA,France,41.01,2024-04-23,In Transit
China,Germany,12.72,2024-01-26,Delivered
China,Italy,7.95,2024-03-25,Delivered
China,Germany,47.5,2024-10-09,Delivered
Spain,France,16.15,2024-09-06,Pending
Tunisia,France,7.95,2024-05-08,Delivered
Tunisia,Italy,2.21,2024-08-15,Delivered
Germany,Italy,19.06,2024-10-22,Delivered
USA,France,-3.12,2024-10-19,Delivered
Spain,France,23.97,2024-07-07,Delivered
USA,France,-9.81,2024-07-02,Delivered
Tunisia,UK,42.92,2024-10-09,In Transit
Tunisia,France,37.38,2024-10-09,Pending
Tunisia,France,19.74,2024-09-15,In Transit
Germany,France,14.64,2024-06-03,In Transit
Germany,UK,42.45,2024-11-28,Pending
China,Germany,23.38,2024-01-22,Delivered
China,Italy,20.69,2024-06-18,Pending
Germany,France,3.08,2024-06-25,Delivered
Germany,France,32.6,2024-11-07,In Transit
China,France,-4.77,2024-11-16,In Transit
Germany,Italy,39.6,2024-05-04,Pending
USA,France,3.84,2024-06-08,Delivered
USA,Italy,43.4,2024-05-12,Delivered
Spain,UK,5.42,2024-02-28,Delivered
USA,France,18.81,2024-03-22,Delivered
China,Italy,37.27,2024-01-19,Pending
Tunisia,Germany,32.14,2024-01-10,Delivered
USA,France,16.58,2024-08-09,In Transit
USA,France,2.55,2024-08-28,Pending
China,Italy,40.1,2024-05-08,Delivered
Spain,France,45.18,2024-08-12,Delivered
Spain,France,-6.71,2024-10-09,In Transit
USA,France,-9.32,2024-01-28,Delivered
Tunisia,UK,25.36,2024-07-13,In Transit
Tunisia,France,37.68,2024-03-06,In Transit
USA,France,-5.39,2024-04-19,Pending
Germany,Italy,3.36,2024-10-09,Delivered
Tunisia,Italy,44.94,2024-03-16,In Transit
Germany,France,48.85,2024-05-11,Pending
USA,France,0.85,2024-10-09,Delivered
USA,France,34.54,2024-04-24,Delivered
Spain,France,34.88,2024-08-02,Delivered
USA,France,5.51,2024-02-09,In Transit
China,France,11.32,2024-05-20,Delivered
Germany,France,0.58,2024-05-21,Pending
Spain,France,30.12,2024-02-20,Pending
China,France,30.33,2024-10-09,Delivered
USA,France,28.98,2024-02-24,In Transit
USA,France,7.95,2024-10-07,In Transit
Tunisia,France,37.99,2024-03-09,Delivered
China,Germany,-2.31,2024-10-09,In Transit
Tunisia,Germany,25.46,2024-10-07,Delivered
China,UK,7.95,2024-10-09,Delivered
Spain,Germany,11.53,2024-04-24,In Transit
Tunisia,Italy,-8.53,2024-11-16,In Transit
Spain,UK,-1.41,2024-10-09,In Transit
China,UK,8.94,2024-04-08,In Transit
Germany,France,9.43,2024-10-25,Delivered
China,UK,4.41,2024-08-14,In Transit
Spain,France,29.31,2024-07-16,In Transit
Spain,UK,7.95,2024-06-12,In Transit
Germany,Germany,44.65,2024-11-23,Pending
China,France,-9.36,2024-07-04,Pending
Germany,UK,20.49,2024-01-01,Pending
China,UK,46.87,2024-04-14,In Transit
Germany,France,20.91,2024-11-13,In Transit
China,France,26.06,2024-10-09,Delivered
USA,France,27.38,2024-01-16,In Transit
Germany,France,12.75,2024-10-09,Pending
USA,France,-5.26,2024-07-18,Delivered
China,France,12.25,2024-09-10,In Transit
Tunisia,Germany,7.95,2024-05-26,Delivered
Germany,Italy,17.01,2024-01-08,Pending
Tunisia,France,5.68,2024-08-12,In Transit
China,France,43.27,2024-01-22,Delivered
China,France,10.73,2024-02-28,Delivered
China,Italy,-9.87,2024-06-09,Pending
China,France,7.95,2024-03-16,In Transit
Spain,Italy,30.37,2024-09-19,Pending
Spain,France,-1.84,2024-10-09,Delivered
USA,France,6.96,2024-06-02,Delivered
Spain,Italy,7.95,2024-04-19,In Transit
Germany,Italy,-7.24,2024-12-07,In Transit
Germany,France,-4.56,2024-10-09,In Transit
Germany,Italy,41.62,2024-01-17,Delivered
Germany,France,42.57,2024-05-28,In Transit
Germany,France,32.81,2024-11-15,Pending
USA,France,7.95,2024-05-13,Delivered
Tunisia,France,21.43,2024-04-10,In Transit
Spain,France,7.95,2024-01-16,In Transit
China,France,-0.24,2024-07-09,Pending
Germany,Germany,11.76,2024-12-03,Pending
Spain,Germany,22.31,2024-10-09,In Transit
